work_year,exp_level,emp_type,salary
2024,EN,FT,101000
2024,EN,FT,85000
2024,MI,FT,154000
2024,MI,FT,105000
2024,SE,FT,206500
2024,SE,FT,121500
2024,MI,FT,72500
2024,MI,FT,61000
2024,SE,FT,80000
2024,SE,FT,70000
2024,SE,FT,288400
2024,SE,FT,144200
2024,MI,FT,530000
2024,MI,FT,440000
2024,EN,FT,171600
2024,EN,FT,99500
2024,SE,FT,175000
2024,SE,FT,150000
2024,SE,FT,199700
2024,SE,FT,165100
2024,EN,FT,774000
2024,EN,FT,85900
2024,MI,FT,222200
2024,MI,FT,136000
2024,SE,FT,313000
2024,SE,FT,135000
2024,SE,FT,153018
2024,SE,FT,135000
2024,MI,FT,720000
2024,MI,FT,170000
2024,SE,FT,321000
2024,SE,FT,214000
2024,SE,FT,95000
2024,SE,FT,50750
2024,EN,FT,120000
2024,EN,FT,111510
2024,SE,FT,141375
2024,SE,FT,111500
2024,MI,FT,30000
2024,MI,FT,75000
2024,SE,FT,250000
2024,SE,FT,125000
2024,EN,FT,83300
2024,EN,FT,47500
2024,EN,FT,154818
2024,EN,FT,96761
2024,SE,FT,120000
2024,SE,FT,90000
2024,SE,FT,345400
2024,SE,FT,223700
2024,SE,FT,96600
2024,SE,FT,55200
2024,SE,FT,128000
2024,SE,FT,81500
2024,SE,FT,218185
2024,SE,FT,158680
2024,SE,FT,135000
2024,SE,FT,100000
2024,MI,FT,185000
2024,MI,FT,79600
2024,SE,FT,235700
2024,SE,FT,124400
2024,MI,FT,222200
2024,MI,FT,136000
2024,SE,FT,225000
2024,SE,FT,150000
2024,MI,FT,180000
2024,MI,FT,130000
2024,EX,FT,286500
2024,EX,FT,204000
2024,SE,FT,180000
2024,SE,FT,139000
2024,MI,FT,100000
2024,MI,FT,95000
2024,SE,FT,60000
2024,SE,FT,54000
2024,SE,FT,385000
2024,SE,FT,310000
2024,SE,FT,207000
2024,SE,FT,149800
2024,EX,FT,300000
2024,EX,FT,220000
2024,SE,FT,202800
2024,SE,FT,115000
2024,MI,FT,140400
2024,MI,FT,90000
2024,SE,FT,175000
2024,SE,FT,150000
2024,MI,FT,168000
2024,MI,FT,158000
2024,SE,FT,165000
2024,SE,FT,123000
2024,SE,FT,92000
2024,SE,FT,85000
2024,MI,FT,170200
2024,MI,FT,83900
2024,SE,FT,180000
2024,SE,FT,139000
2024,MI,FT,130000
2024,MI,FT,90000
2024,SE,FT,210000
2024,SE,FT,190000
2024,EX,FT,150000
2024,SE,FT,200000
2024,SE,FT,115000
2024,SE,FT,174500
2024,SE,FT,126800
2024,MI,FT,114000
2024,MI,FT,69000
2024,SE,FT,277000
2024,SE,FT,173000
2024,MI,FT,179000
2024,MI,FT,112000
2024,EN,FT,130000
2024,EN,FT,115000
2024,SE,FT,200070
2024,SE,FT,107730
2024,SE,FT,65000
2024,SE,FT,56000
2024,MI,FT,240000
2024,MI,FT,130000
2024,SE,FT,230000
2024,SE,FT,165000
2024,SE,FT,180000
2024,SE,FT,125000
2024,MI,FT,165000
2024,MI,FT,132000
2024,SE,FT,282000
2024,SE,FT,188000
2024,SE,FT,287500
2024,SE,FT,156000
2024,SE,FT,175000
2024,SE,FT,150000
2024,MI,FT,125000
2024,MI,FT,89000
2024,EN,FT,198000
2024,EN,FT,132000
2024,MI,FT,158100
2024,MI,FT,138500
2024,MI,FT,220000
2024,MI,FT,150000
2024,MI,FT,179700
2024,MI,FT,85700
2024,MI,FT,220000
2024,MI,FT,137500
2024,EX,FT,150000
2024,EX,FT,120000
2024,MI,FT,38400
2024,MI,FT,32400
2024,SE,FT,144300
2024,SE,FT,104800
2024,EX,FT,250000
2024,EX,FT,215000
2024,EN,FT,150000
2024,EN,FT,110000
2024,MI,FT,110000
2024,MI,FT,90000
2024,MI,FT,200000
2024,MI,FT,140000
2024,SE,FT,196350
2024,SE,FT,127500
2024,SE,FT,219600
2024,SE,FT,125500
2024,MI,FT,212000
2024,MI,FT,93300
2024,MI,FT,140900
2024,MI,FT,104100
2024,SE,FT,193000
2024,SE,FT,147645
2024,MI,FT,207000
2024,MI,FT,150000
2024,SE,FT,150000
2024,SE,FT,120000
2024,SE,FT,180000
2024,SE,FT,148000
2024,MI,FT,160000
2024,MI,FT,120000
2024,EX,FT,204500
2024,EX,FT,130000
2024,MI,FT,207000
2024,MI,FT,138000
2024,SE,FT,173000
2024,SE,FT,138400
2024,SE,FT,278700
2024,SE,FT,159300
2024,SE,FT,215000
2024,SE,FT,146900
2024,SE,FT,115000
2024,SE,FT,100000
2024,SE,FT,106260
2024,SE,FT,82000
2024,SE,FT,220000
2024,SE,FT,190000
2024,MI,FT,150000
2024,MI,FT,110000
2024,MI,FT,145000
2024,MI,FT,95000
2024,MI,FT,92000
2024,MI,FT,68000
2024,SE,FT,300000
2024,SE,FT,150000
2024,SE,FT,188000
2024,SE,FT,114000
2024,MI,FT,135000
2024,MI,FT,115000
2024,EN,FT,154800
2024,EN,FT,76300
2024,MI,FT,400000
2024,MI,FT,65000
2024,SE,FT,187000
2024,SE,FT,153000
2024,MI,FT,150000
2024,MI,FT,128000
2024,SE,FT,195000
2024,SE,FT,140000
2024,MI,FT,150000
2024,MI,FT,130000
2024,MI,FT,166000
2024,MI,FT,73100
2024,EN,FT,200000
2024,EN,FT,150000
2024,SE,FT,220000
2024,SE,FT,137500
2024,SE,FT,170000
2024,SE,FT,130000
2024,SE,FT,138000
2024,SE,FT,86000
2024,MI,FT,105000
2024,MI,FT,80000
2024,MI,FT,77000
2024,MI,FT,60000
2024,SE,FT,197500
2024,SE,FT,132500
2024,EN,FT,90000
2024,EN,FT,80000
2024,MI,FT,210000
2024,MI,FT,151800
2024,SE,FT,210000
2024,SE,FT,170000
2024,SE,FT,175000
2024,SE,FT,150000
2024,SE,FT,219100
2024,SE,FT,118500
2024,SE,FT,175000
2024,SE,FT,150000
2024,MI,FT,81530
2024,MI,FT,69300
2024,SE,FT,164000
2024,SE,FT,117000
2024,SE,FT,145000
2024,SE,FT,110000
2024,SE,FT,125000
2024,SE,FT,106000
2024,EN,FT,75065
2024,EN,FT,41419
2024,SE,FT,140000
2024,SE,FT,100000
2024,MI,FT,80000
2024,MI,FT,70000
2024,EX,FT,238500
2024,EX,FT,183400
2024,MI,FT,105000
2024,MI,FT,70000
2024,SE,FT,225000
2024,SE,FT,162000
2024,SE,FT,278700
2024,SE,FT,159300
2024,MI,FT,180000
2024,MI,FT,120000
2024,SE,FT,170000
2024,SE,FT,160000
2024,EN,FT,72000
2024,EN,FT,51375
2024,SE,FT,260000
2024,SE,FT,136000
2024,MI,FT,75000
2024,MI,FT,60000
2024,MI,FT,135000
2024,MI,FT,113000
2024,SE,FT,150000
2024,SE,FT,130000
2024,MI,FT,267100
2024,MI,FT,188500
2024,SE,FT,207000
2024,SE,FT,149800
2024,SE,FT,155000
2024,SE,FT,105000
2024,MI,FT,270250
2024,MI,FT,176000
2024,SE,FT,189000
2024,SE,FT,145400
2024,MI,FT,133903
2024,MI,FT,96411
2024,SE,FT,170000
2024,SE,FT,160000
2024,SE,FT,172800
2024,SE,FT,132900
2024,MI,FT,165000
2024,MI,FT,150000
2024,SE,FT,145000
2024,SE,FT,116000
2024,MI,FT,98000
2024,MI,FT,88000
2024,MI,FT,150000
2024,MI,FT,130000
2024,SE,FT,174000
2024,SE,FT,116000
2024,SE,FT,188000
2024,SE,FT,144600
2024,SE,FT,149500
2024,SE,FT,140000
2024,EN,FT,100000
2024,EN,FT,90000
2024,SE,FT,115000
2024,SE,FT,85000
2024,EN,FT,80000
2024,EN,FT,72000
2024,EN,FT,85000
2024,EN,FT,76500
2024,SE,FT,187165
2024,SE,FT,150500
2024,SE,FT,134500
2024,SE,FT,100000
2024,SE,FT,274000
2024,SE,FT,245000
2024,MI,FT,263000
2024,MI,FT,207000
2024,SE,FT,149076
2024,SE,FT,82365
2024,EN,FT,90000
2024,EN,FT,80000
2024,EX,FT,314000
2024,EX,FT,201000
2024,SE,FT,200400
2024,SE,FT,154100
2024,SE,FT,165000
2024,SE,FT,142500
2024,MI,FT,30000
2024,SE,FT,310000
2024,SE,FT,270000
2024,MI,FT,115000
2024,MI,FT,80000
2024,SE,FT,144900
2024,SE,FT,110000
2024,EN,FT,84068
2024,EN,FT,49452
2024,SE,FT,188500
2024,SE,FT,165100
2024,SE,FT,60000
2024,SE,FT,50000
2024,MI,FT,132500
2024,MI,FT,88000
2024,MI,FT,179900
2024,MI,FT,142002
2024,SE,FT,287500
2024,SE,FT,168000
2024,SE,FT,220000
2024,SE,FT,137500
2024,SE,FT,96600
2024,SE,FT,55200
2024,SE,FT,194500
2024,SE,FT,146266
2024,SE,FT,194500
2024,SE,FT,146266
2024,MI,FT,146100
2024,MI,FT,111800
2024,MI,FT,145580
2024,MI,FT,97060
2024,SE,FT,108500
2024,SE,FT,78800
2024,EN,FT,95000
2024,EN,FT,76000
2024,MI,FT,97000
2024,MI,FT,62000
2024,SE,FT,234000
2024,SE,FT,146000
2024,MI,FT,177100
2024,MI,FT,130900
2024,MI,FT,106050
2024,MI,FT,80420
2024,SE,FT,277000
2024,SE,FT,173000
2024,MI,FT,38000
2024,MI,FT,166000
2024,MI,FT,73100
2024,MI,FT,220000
2024,MI,FT,137500
2024,MI,FT,133000
2024,MI,FT,58400
2024,MI,FT,80000
2024,MI,FT,75000
2024,SE,FT,140000
2024,SE,FT,125000
2024,EN,FT,65000
2024,EN,FT,55000
2024,MI,FT,105000
2024,MI,FT,78000
2024,EX,FT,200070
2024,EX,FT,107730
2024,SE,FT,179000
2024,SE,FT,112000
2024,MI,FT,166363
2024,MI,FT,103977
2024,MI,FT,130000
2024,MI,FT,95000
2024,SE,FT,214300
2024,SE,FT,108500
2024,SE,FT,266482
2024,SE,FT,166551
2024,MI,FT,90279
2024,MI,FT,67060
2024,SE,FT,190000
2024,SE,FT,160000
2024,MI,FT,212800
2024,MI,FT,111600
2024,SE,FT,130000
2024,SE,FT,110000
2024,SE,FT,190100
2024,SE,FT,131414
2024,SE,FT,284400
2024,SE,FT,150700
2024,SE,FT,166500
2024,SE,FT,135000
2024,MI,FT,145000
2024,MI,FT,104000
2024,SE,FT,165000
2024,SE,FT,132000
2024,SE,FT,234000
2024,SE,FT,117000
2024,MI,FT,215500
2024,MI,FT,121800
2024,MI,FT,165000
2024,MI,FT,140250
2024,MI,FT,164850
2024,MI,FT,112000
2024,SE,FT,295000
2024,SE,FT,235000
2024,MI,FT,150000
2024,MI,FT,100000
2024,MI,FT,75000
2024,MI,FT,55000
2024,EN,FT,120000
2024,EN,FT,97500
2024,SE,FT,220000
2024,SE,FT,183000
2024,MI,FT,205600
2024,MI,FT,105700
2024,SE,FT,240500
2024,SE,FT,123700
2024,SE,FT,179900
2024,SE,FT,135920
2024,MI,FT,83300
2024,MI,FT,47500
2024,SE,FT,96600
2024,SE,FT,55200
2024,EN,FT,86900
2024,EN,FT,60800
2024,SE,FT,140000
2024,SE,FT,90000
2024,SE,FT,234000
2024,SE,FT,146000
2024,SE,FT,120000
2024,SE,FT,90000
2024,SE,FT,193000
2024,SE,FT,119000
2024,SE,FT,215000
2024,SE,FT,146900
2024,EN,FT,166000
2024,EN,FT,104000
2024,MI,FT,140000
2024,MI,FT,70000
2024,MI,FT,124000
2024,MI,FT,80000
2024,MI,FT,133000
2024,MI,FT,58400
2024,SE,FT,149000
2024,SE,FT,65300
2024,SE,FT,120000
2024,SE,FT,100000
2024,SE,FT,182000
2024,SE,FT,164000
2024,MI,FT,161250
2024,MI,FT,132974
2024,MI,FT,161250
2024,MI,FT,132974
2024,SE,FT,90000
2024,SE,FT,49500
2024,SE,FT,140000
2024,SE,FT,115000
2024,SE,FT,155000
2024,SE,FT,100000
2024,MI,FT,440000
2024,MI,FT,295000
2024,SE,FT,40000
2024,SE,FT,25000
2024,MI,FT,135000
2024,MI,FT,120000
2024,MI,FT,155000
2024,MI,FT,139000
2024,SE,FT,185000
2024,SE,FT,140000
2024,MI,FT,40000
2024,MI,FT,40000
2024,SE,FT,720000
2024,SE,FT,170000
2024,SE,FT,165600
2024,SE,FT,65800
2024,MI,FT,167000
2024,MI,FT,121000
2024,SE,FT,208000
2024,SE,FT,177000
2024,SE,FT,180000
2024,SE,FT,119000
2024,SE,FT,227000
2024,SE,FT,116000
2024,MI,FT,130000
2024,MI,FT,110000
2024,MI,FT,220000
2024,MI,FT,176000
2024,SE,FT,440000
2024,SE,FT,360000
2024,MI,FT,180000
2024,MI,FT,117000
2024,MI,FT,180000
2024,MI,FT,140000
2024,SE,FT,155000
2024,SE,FT,130000
2024,SE,FT,215000
2024,SE,FT,155000
2024,SE,FT,130000
2024,SE,FT,120000
2024,SE,FT,135000
2024,SE,FT,115000
2024,EX,FT,448000
2024,EX,FT,373000
2024,SE,FT,195500
2024,SE,FT,141300
2024,MI,FT,110000
2024,MI,FT,90000
2024,EN,FT,70000
2024,EN,FT,57000
2024,MI,FT,44263
2024,MI,FT,31396
2024,SE,FT,191027
2024,SE,FT,99445
2024,SE,FT,130000
2024,SE,FT,110000
2024,MI,FT,166000
2024,MI,FT,73100
2024,SE,FT,204200
2024,SE,FT,122600
2024,EN,FT,110400
2024,EN,FT,68000
2024,SE,FT,120000
2024,SE,FT,100000
2024,MI,FT,179000
2024,MI,FT,106500
2024,EN,FT,115000
2024,EN,FT,87550
2024,SE,FT,398900
2024,SE,FT,239300
2024,EX,FT,438000
2024,EX,FT,245000
2024,SE,FT,190000
2024,SE,FT,105301
2024,SE,FT,120000
2024,SE,FT,90000
2024,SE,FT,340000
2024,SE,FT,180000
2024,SE,FT,324000
2024,SE,FT,159000
2024,MI,FT,95000
2024,MI,FT,65000
2024,SE,FT,157900
2024,SE,FT,105300
2024,SE,FT,120000
2024,SE,FT,110000
2024,EN,FT,90000
2024,EN,FT,70000
2024,SE,FT,175000
2024,SE,FT,105000
2024,MI,FT,166000
2024,MI,FT,73100
2024,MI,FT,221500
2024,MI,FT,153000
2024,EN,FT,55000
2024,EN,FT,50000
2024,SE,FT,345400
2024,SE,FT,223700
2024,SE,FT,500000
2024,SE,FT,180000
2024,SE,FT,313000
2024,SE,FT,135000
2024,EN,FT,77000
2024,EN,FT,66000
2024,SE,FT,315000
2024,SE,FT,250000
2024,SE,FT,190000
2024,SE,FT,105301
2024,SE,FT,309000
2024,SE,FT,142000
2024,SE,FT,207300
2024,SE,FT,165900
2024,EX,FT,55000
2024,EX,FT,50000
2024,MI,FT,115000
2024,MI,FT,100000
2024,MI,FT,220000
2024,MI,FT,206000
2024,EX,FT,263000
2024,EX,FT,236000
2024,MI,FT,203500
2024,MI,FT,148000
2024,EN,FT,100000
2024,EN,FT,90000
2024,MI,FT,120000
2024,MI,FT,84000
2024,EN,FT,79300
2024,EN,FT,42700
2024,SE,FT,103500
2024,SE,FT,72500
2024,SE,FT,201000
2024,SE,FT,103300
2024,SE,FT,196350
2024,SE,FT,127500
2024,SE,FT,143706
2024,SE,FT,84533
2024,MI,FT,172100
2024,MI,FT,97400
2024,MI,FT,159000
2024,MI,FT,106000
2024,MI,FT,104922
2024,MI,FT,72360
2024,EN,FT,106000
2024,EN,FT,66000
2024,SE,FT,255000
2024,SE,FT,199000
2024,SE,FT,167500
2024,SE,FT,106500
2024,SE,FT,150000
2024,SE,FT,104000
2024,SE,FT,166000
2024,SE,FT,73100
2024,SE,FT,230000
2024,SE,FT,150000
2024,SE,FT,155000
2024,SE,FT,130500
2024,SE,FT,190000
2024,SE,FT,158500
2024,SE,FT,260000
2024,SE,FT,136000
2024,SE,FT,230000
2024,SE,FT,170000
2024,MI,FT,150000
2024,MI,FT,90800
2024,MI,FT,125000
2024,MI,FT,100000
2024,MI,FT,222200
2024,MI,FT,136000
2024,SE,FT,120000
2024,SE,FT,100000
2024,SE,FT,175000
2024,SE,FT,117000
2024,SE,FT,215000
2024,SE,FT,146900
2024,SE,FT,225000
2024,SE,FT,166000
2024,MI,FT,150000
2024,MI,FT,135000
2024,EN,FT,104500
2024,EN,FT,76000
2024,MI,FT,105000
2024,MI,FT,70000
2024,SE,FT,165000
2024,SE,FT,115500
2024,SE,FT,220000
2024,SE,FT,160000
2024,MI,FT,166000
2024,MI,FT,73100
2024,SE,FT,484000
2024,SE,FT,164000
2024,MI,FT,144650
2024,MI,FT,86800
2024,SE,FT,720000
2024,SE,FT,170000
2024,MI,CT,200000
2024,MI,FT,42000
2024,EN,FT,142000
2024,EN,FT,70000
2024,MI,FT,146851
2024,MI,FT,94000
2024,SE,FT,260000
2024,SE,FT,180000
2024,MI,FT,150000
2024,MI,FT,100000
2024,SE,FT,105000
2024,SE,FT,70000
2024,MI,FT,155000
2024,MI,FT,140000
2024,SE,FT,342400
2024,SE,FT,205400
2024,EN,FT,70000
2024,EN,FT,65000
2024,MI,FT,138000
2024,MI,FT,86000
2024,SE,FT,398900
2024,SE,FT,239300
2024,SE,FT,112000
2024,SE,FT,109000
2024,SE,FT,250000
2024,SE,FT,218750
2024,MI,FT,212800
2024,MI,FT,111600
2024,SE,FT,250000
2024,SE,FT,230000
2024,SE,FT,247600
2024,SE,FT,127300
2024,MI,FT,170000
2024,MI,FT,120000
2024,MI,FT,200400
2024,MI,FT,154100
2024,EN,FT,26800
2024,EN,FT,26800
2024,EN,FT,75065
2024,EN,FT,41419
2024,MI,FT,180000
2024,MI,FT,160000
2024,MI,FT,114000
2024,MI,FT,68000
2024,MI,FT,325000
2024,MI,FT,80000
2024,MI,FT,84000
2024,MI,FT,222200
2024,MI,FT,136000
2024,MI,FT,210100
2024,MI,FT,210100
2024,SE,FT,260000
2024,SE,FT,136000
2024,MI,FT,222200
2024,MI,FT,136000
2024,SE,FT,260000
2024,SE,FT,136000
2024,MI,FT,171816
2024,MI,FT,97935
2024,SE,FT,164000
2024,SE,FT,109000
2024,MI,FT,127000
2024,MI,FT,65000
2024,SE,FT,143000
2024,SE,FT,104000
2024,SE,FT,221000
2024,SE,FT,180000
2024,SE,FT,157850
2024,SE,FT,128945
2024,SE,FT,310270
2024,SE,FT,253430
2024,SE,FT,200000
2024,SE,FT,155000
2024,SE,FT,220067
2024,SE,FT,135549
2024,SE,FT,258800
2024,SE,FT,199200
2024,SE,FT,198000
2024,SE,FT,132000
2024,SE,FT,180000
2024,SE,FT,162000
2024,SE,FT,170000
2024,SE,FT,130000
2024,MI,FT,145400
2024,MI,FT,88000
2024,MI,FT,205500
2024,MI,FT,117400
2024,SE,FT,148300
2024,SE,FT,84700
2024,SE,FT,105000
2024,SE,FT,85000
2024,MI,FT,250900
2024,MI,FT,135200
2024,SE,CT,191027
2024,SE,CT,120869
2024,SE,FT,212000
2024,SE,FT,93300
2024,SE,FT,140000
2024,SE,FT,110000
2024,SE,FT,270250
2024,SE,FT,144000
2024,EN,FT,40000
2024,MI,FT,138000
2024,MI,FT,86000
2024,MI,FT,106000
2024,MI,FT,66000
2024,SE,FT,128800
2024,SE,FT,88854
2024,SE,FT,210000
2024,SE,FT,180000
2024,MI,FT,138000
2024,MI,FT,86000
2024,SE,FT,284400
2024,SE,FT,150700
2024,MI,FT,276000
2024,MI,FT,176000
2024,EN,CT,50000
2024,EN,CT,48000
2024,EN,FT,179000
2024,EN,FT,112000
2024,MI,FT,160000
2024,MI,FT,120000
2024,SE,FT,145360
2024,SE,FT,101100
2024,SE,FT,299792
2024,SE,FT,187370
2024,SE,FT,382320
2024,SE,FT,302840
2024,SE,FT,258800
2024,SE,FT,199200
2024,SE,FT,212000
2024,SE,FT,93300
2024,SE,FT,154000
2024,SE,FT,103000
2024,SE,FT,750000
2024,SE,FT,150000
2024,SE,FT,144700
2024,SE,FT,96500
2024,SE,FT,314100
2024,SE,FT,169700
2024,EX,FT,209700
2024,EX,FT,161300
2024,EN,FT,84000
2024,EN,FT,58000
2024,SE,FT,135000
2024,SE,FT,115000
2024,SE,FT,153000
2024,SE,FT,143000
2024,SE,FT,200000
2024,SE,FT,160000
2024,EN,FT,254270
2024,EN,FT,254270
2024,SE,FT,240000
2024,SE,FT,187000
2024,MI,FT,165000
2024,MI,FT,108750
2024,SE,FT,55000
2024,SE,FT,40000
2024,SE,FT,190000
2024,SE,FT,130000
2024,SE,FT,285200
2024,SE,FT,168600
2024,EN,FT,55000
2024,EN,FT,66000
2024,MI,FT,133000
2024,MI,FT,58400
2024,SE,FT,163000
2024,SE,FT,77000
2024,SE,FT,146000
2024,SE,FT,78900
2024,MI,FT,200000
2024,MI,FT,100000
2024,SE,FT,195500
2024,SE,FT,141300
2024,MI,FT,128000
2024,MI,FT,64000
2024,MI,FT,77040
2024,MI,FT,39840
2024,MI,FT,48000
2024,MI,FT,37200
2024,EX,FT,204500
2024,EX,FT,130000
2024,SE,FT,65000
2024,SE,FT,40000
2024,SE,FT,230000
2024,SE,FT,149000
2024,SE,FT,185900
2024,SE,FT,109400
2024,SE,FT,145000
2024,SE,FT,125000
2024,SE,FT,54000
2024,SE,FT,48000
2024,SE,FT,195000
2024,SE,FT,64200
2024,SE,FT,208500
2024,SE,FT,165000
2024,SE,FT,47215
2024,SE,FT,42245
2024,MI,FT,124230
2024,MI,FT,68637
2024,EX,FT,247000
2024,EX,FT,182000
2024,SE,FT,278700
2024,SE,FT,159300
2024,SE,FT,233200
2024,SE,FT,144200
2024,EX,FT,238500
2024,EX,FT,183400
2024,SE,FT,205500
2024,SE,FT,132500
2024,MI,FT,134500
2024,MI,FT,100000
2024,SE,FT,258100
2024,SE,FT,151900
2024,EX,FT,300000
2024,EX,FT,220000
2024,SE,FT,200000
2024,SE,FT,145000
2024,SE,FT,323300
2024,SE,FT,184700
2024,SE,FT,253430
2024,SE,FT,212780
2024,MI,FT,130000
2024,MI,FT,110000
2024,SE,FT,300000
2024,SE,FT,130000
2024,SE,FT,278700
2024,SE,FT,159300
2024,EN,FT,27000
2024,EN,PT,93000
2024,EN,PT,45400
2024,MI,FT,119200
2024,MI,FT,86600
2024,MI,FT,166000
2024,MI,FT,73100
2024,MI,FT,212000
2024,MI,FT,93300
2024,SE,FT,96600
2024,SE,FT,55200
2024,MI,FT,132600
2024,MI,FT,80845
2024,EN,FT,144200
2024,EN,FT,72100
2024,MI,FT,212000
2024,MI,FT,93300
2024,EN,FT,100144
2024,EN,FT,78308
2024,SE,FT,212000
2024,SE,FT,93300
2024,EN,PT,93000
2024,EN,PT,45400
2024,SE,FT,60000
2024,SE,FT,48000
2024,SE,FT,112125
2024,SE,FT,67275
2024,MI,FT,166000
2024,MI,FT,73100
2024,EN,FT,114000
2024,EN,FT,75000
2024,SE,FT,200070
2024,SE,FT,107730
2024,MI,FT,220000
2024,MI,FT,140000
2024,SE,FT,100000
2024,SE,FT,80000
2024,MI,FT,287800
2024,MI,FT,287800
2024,SE,FT,166000
2024,SE,FT,73100
2024,SE,FT,187770
2024,SE,FT,109500
2024,EN,FT,75000
2024,EN,FT,55000
2024,SE,FT,177300
2024,SE,FT,126500
2024,MI,FT,145100
2024,MI,FT,93900
2024,SE,FT,245000
2024,SE,FT,163000
2024,SE,FT,189100
2024,SE,FT,154360
2024,MI,FT,159250
2024,MI,FT,85750
2024,SE,FT,152000
2024,SE,FT,133200
2024,EN,FT,75000
2024,SE,FT,225000
2024,SE,FT,156400
2024,SE,FT,197000
2024,SE,FT,99000
2024,SE,FT,256100
2024,SE,FT,137900
2024,SE,FT,54395
2024,SE,FT,33966
2024,MI,FT,212800
2024,MI,FT,124100
2024,SE,FT,220000
2024,SE,FT,200000
2024,SE,FT,300000
2024,SE,FT,235000
2024,SE,FT,262269
2024,SE,FT,230797
2024,EN,FT,36000
2024,EN,FT,36000
2024,SE,FT,152000
2024,SE,FT,126667
2024,EN,FT,90000
2024,EN,FT,75000
2024,EN,FT,115000
2024,EN,FT,90000
2024,MI,FT,750000
2024,MI,FT,150000
2024,SE,FT,247300
2024,SE,FT,139700
2024,MI,FT,360000
2024,MI,FT,295000
2024,MI,FT,200000
2024,MI,FT,151000
2024,SE,FT,170000
2024,SE,FT,130000
2024,SE,FT,140000
2024,SE,FT,115000
2024,MI,FT,105000
2024,MI,FT,78575
2024,MI,FT,117000
2024,MI,FT,60000
2024,SE,FT,175000
2024,SE,FT,140000
2024,SE,FT,276000
2024,SE,FT,140000
2024,SE,FT,173000
2024,SE,FT,102000
2024,SE,FT,53000
2024,SE,FT,45600
2024,MI,FT,188500
2024,MI,FT,165100
2024,MI,FT,166000
2024,MI,FT,73100
2024,SE,FT,414000
2024,SE,FT,216000
2024,MI,FT,96200
2024,MI,FT,69800
2024,MI,FT,179000
2024,MI,FT,112000
2024,EN,FT,118750
2024,EN,FT,106875
2024,MI,FT,212800
2024,MI,FT,111600
2024,MI,FT,83024
2024,MI,FT,58117
2024,SE,FT,212000
2024,SE,FT,93300
2024,EN,FT,162240
2024,EN,FT,47840
2024,MI,FT,222200
2024,MI,FT,136000
2024,SE,FT,170000
2024,SE,FT,145000
2024,SE,FT,117000
2024,SE,FT,93000
2024,MI,FT,65000
2024,MI,FT,55000
2024,SE,FT,130000
2024,SE,FT,110000
2024,SE,FT,190400
2024,SE,FT,122900
2024,SE,FT,221000
2024,SE,FT,185000
2024,SE,FT,220000
2024,SE,FT,170000
2024,MI,FT,210100
2024,MI,FT,210100
2024,SE,FT,130000
2024,SE,FT,115000
2024,MI,FT,170000
2024,MI,FT,90000
2024,MI,FT,280000
2024,MI,FT,160000
2024,SE,FT,255475
2024,SE,FT,185800
2024,SE,FT,170000
2024,SE,FT,151000
2024,SE,FT,130000
2024,SE,FT,100000
2024,SE,FT,185000
2024,SE,FT,79600
2024,MI,FT,95000
2024,MI,FT,65000
2024,SE,FT,240000
2024,SE,FT,162000
2024,EN,FT,110400
2024,EN,FT,68000
2024,SE,FT,307100
2024,SE,FT,216800
2024,EN,FT,102000
2024,EN,FT,92000
2024,MI,FT,222200
2024,MI,FT,136000
2024,SE,FT,190000
2024,SE,FT,136000
2024,MI,FT,165000
2024,MI,FT,140250
2024,SE,FT,160000
2024,SE,FT,130000
2024,SE,FT,190000
2024,SE,FT,190000
2024,SE,FT,131200
2024,SE,FT,95300
2024,MI,FT,150000
2024,MI,FT,127500
2024,MI,FT,41157
2024,MI,FT,36620
2024,SE,FT,136000
2024,SE,FT,109000
2024,MI,FT,104000
2024,MI,FT,86000
2024,EX,FT,195000
2024,EX,FT,150000
2024,SE,FT,237500
2024,SE,FT,185000
2024,SE,FT,120000
2024,SE,FT,100000
2024,MI,FT,165600
2024,MI,FT,65800
2024,SE,FT,245000
2024,SE,FT,194992
2024,EN,FT,154000
2024,EN,FT,105000
2024,SE,FT,250800
2024,SE,FT,167200
2022,SE,FT,60000
2023,MI,FT,32000
2024,MI,FT,160000
2024,MI,FT,55000
2024,SE,FT,149000
2024,SE,FT,108000
2024,SE,FT,165000
2024,SE,FT,155000
2024,SE,FT,278700
2024,SE,FT,159300
2024,MI,FT,130000
2024,MI,FT,92000
2024,MI,FT,138000
2024,MI,FT,86000
2024,EN,FT,106960
2024,EN,FT,66820
2024,MI,FT,157900
2024,MI,FT,128900
2024,SE,FT,258450
2024,SE,FT,173400
2024,SE,FT,160000
2024,SE,FT,150000
2024,EN,FT,138000
2024,EN,FT,86000
2024,MI,FT,199700
2024,MI,FT,114100
2024,SE,FT,130000
2024,SE,FT,115000
2024,MI,FT,120000
2024,MI,FT,105000
2024,SE,FT,136000
2024,SE,FT,109000
2024,MI,FT,210100
2024,MI,FT,210100
2024,SE,FT,172800
2024,SE,FT,110000
2024,EN,FT,101000
2024,EN,FT,63000
2024,SE,FT,193000
2024,SE,FT,172000
2024,MI,FT,175000
2024,MI,FT,152000
2024,SE,FT,242000
2024,SE,FT,215000
2024,SE,FT,208500
2024,SE,FT,165000
2024,MI,FT,172200
2024,MI,FT,131200
2024,SE,FT,156000
2024,SE,FT,105267
